gebaeude_id,region,gebaeudetyp,wohnflaeche_m2,baujahr,renovierungsjahr,anzahl_personen,isolationsstandard,fenster_typ,heizungsart,avg_innentemp_c,heizgradtage,warmwasseranteil,lueftungsanlage,eta_heizung,pv_kwp,smart_meter,jahresenergieverbrauch_kwh,verbrauch_kwh_pro_m2,effizienzklasse
499,sued,einfamilienhaus,369.9,2008,2011.0,6,2,alt,gas,20.0,2916,0.234,0,0.87,0.0,1,32814,88.71,B
500,west,einfamilienhaus,163.9,2017,2025.0,2,4,zweifach,pellet,19.0,3429,0.143,0,0.94,0.0,1,11365,69.34,B
501,ost,buero,243.1,1972,2008.0,4,3,dreifach,oel,20.7,3613,0.168,0,0.86,0.0,1,22072,90.78,B
502,sued,einfamilienhaus,183.2,2019,2021.0,4,2,dreifach,oel,19.0,2647,0.107,1,0.83,0.0,1,15734,85.87,B
503,sued,einfamilienhaus,167.8,1997,2025.0,2,2,zweifach,waermepumpe,18.9,2828,0.175,0,2.93,0.0,0,11536,68.75,B
504,west,buero,141.8,1994,1997.0,4,2,zweifach,fernwaerme,21.8,3566,0.159,1,0.94,0.0,0,14103,99.44,B
505,nord,buero,172.7,1974,,1,1,alt,gas,20.3,3416,0.228,1,0.9,0.0,1,21694,125.59,C
506,ost,mehrfamilienhaus,233.2,1981,1995.0,6,3,zweifach,gas,20.4,3283,0.149,1,0.91,0.0,1,19137,82.07,B
507,west,einfamilienhaus,242.0,1998,2025.0,3,2,alt,waermepumpe,21.0,3462,0.159,1,2.52,0.0,0,25041,103.46,C
508,west,einfamilienhaus,94.7,1977,2010.0,2,2,alt,fernwaerme,21.7,3414,0.146,1,0.97,0.0,1,9890,104.4,C
509,nord,einfamilienhaus,136.0,1971,2005.0,2,1,zweifach,waermepumpe,20.0,3494,0.181,0,2.89,0.0,0,12053,88.59,B
510,ost,mehrfamilienhaus,104.1,2011,2025.0,1,3,zweifach,waermepumpe,20.0,3589,0.279,1,3.1,0.0,0,4568,43.87,A
511,ost,buero,176.7,1981,2013.0,4,1,alt,gas,,3076,0.05,1,0.82,0.0,0,22933,129.77,C
512,nord,einfamilienhaus,147.2,1998,2010.0,4,2,zweifach,waermepumpe,21.8,3532,0.178,0,3.26,0.0,1,12296,83.54,B
513,nord,schule,201.5,1952,,5,1,dreifach,waermepumpe,20.8,3288,0.239,0,2.52,0.0,0,14650,72.71,B
514,sued,einfamilienhaus,207.9,1955,1983.0,3,1,zweifach,pellet,20.2,3307,0.154,1,0.98,0.0,0,26131,125.69,C
515,sued,buero,59.5,2013,2019.0,1,3,zweifach,gas,21.0,2705,0.206,0,0.93,0.0,0,3858,64.83,B
516,ost,einfamilienhaus,172.1,1960,1983.0,2,2,zweifach,gas,22.7,2511,0.239,0,0.84,0.0,1,12933,75.13,B
517,ost,einfamilienhaus,290.3,2009,2025.0,4,2,zweifach,waermepumpe,20.6,3329,0.166,0,3.29,0.0,0,26378,90.85,B
518,west,einfamilienhaus,136.1,2017,,1,4,alt,pellet,20.2,2743,,0,0.94,,0,9285,68.23,B
519,sued,mehrfamilienhaus,134.3,1986,1987.0,2,1,zweifach,pellet,22.8,2558,0.227,0,0.85,0.0,1,8185,60.96,B
520,west,einfamilienhaus,267.0,2016,2019.0,5,3,zweifach,oel,22.1,3543,0.205,0,0.84,0.0,1,28654,107.34,C
521,ost,einfamilienhaus,247.2,1982,1983.0,2,2,dreifach,fernwaerme,21.9,3438,0.177,1,0.82,0.0,0,18637,75.38,B
522,west,buero,108.9,2021,2025.0,2,2,alt,gas,19.9,2980,0.211,0,0.95,5.35,0,14191,130.32,C
523,west,mehrfamilienhaus,236.1,1967,1989.0,6,1,zweifach,waermepumpe,19.8,2034,0.228,0,2.73,0.0,1,13885,58.82,B
524,ost,mehrfamilienhaus,119.8,1982,2005.0,3,2,dreifach,waermepumpe,18.3,3287,0.177,0,2.96,0.0,0,4720,39.41,A
525,sued,mehrfamilienhaus,133.6,1979,,2,2,zweifach,waermepumpe,21.7,3182,0.195,0,3.76,2.48,0,12211,91.38,B
526,sued,mehrfamilienhaus,108.9,2008,,1,2,alt,gas,20.6,3131,0.206,0,0.95,0.0,0,11135,102.29,C
527,ost,mehrfamilienhaus,94.4,1953,1969.0,2,1,dreifach,pellet,18.3,3265,0.157,1,0.86,0.0,1,8405,89.03,B
528,west,einfamilienhaus,181.5,2012,,1,2,alt,gas,21.9,3037,0.239,0,0.95,0.0,1,21321,117.5,C
529,ost,einfamilienhaus,88.2,1951,,3,1,dreifach,fernwaerme,20.1,2956,0.128,0,0.91,0.0,1,6454,73.16,B
530,sued,einfamilienhaus,184.8,1973,,3,1,alt,fernwaerme,20.2,2563,0.173,0,0.93,0.0,0,15957,86.33,B
531,west,einfamilienhaus,182.2,1994,,5,1,zweifach,fernwaerme,18.7,2856,0.218,1,1.01,1.9,0,23796,130.61,C
532,nord,einfamilienhaus,160.5,1960,1978.0,1,1,dreifach,waermepumpe,21.1,3463,0.127,1,3.26,0.0,1,10223,63.67,B
533,nord,einfamilienhaus,139.0,1986,,3,2,dreifach,fernwaerme,21.1,3468,,1,0.99,0.0,1,15007,107.97,C
534,nord,einfamilienhaus,126.9,2024,,2,3,zweifach,gas,20.4,3626,0.19,0,0.84,0.0,0,13251,104.44,C
535,west,buero,102.7,2011,2025.0,1,4,alt,gas,20.0,2608,0.246,0,0.85,9.16,1,5777,56.22,B
536,nord,mehrfamilienhaus,322.4,1952,1980.0,4,1,dreifach,fernwaerme,23.7,2769,0.211,0,0.83,0.0,0,21489,66.66,B
537,nord,mehrfamilienhaus,157.3,1994,,3,2,alt,waermepumpe,19.1,3217,0.172,0,3.88,4.93,0,17953,114.13,C
538,sued,schule,154.9,1994,2001.0,3,2,zweifach,fernwaerme,20.0,2593,0.192,0,0.87,0.0,0,12431,80.25,B
539,west,einfamilienhaus,111.2,1955,,4,2,alt,gas,21.3,3165,0.193,0,0.94,12.01,1,11310,101.72,C
540,sued,einfamilienhaus,306.4,1998,2025.0,6,3,zweifach,gas,19.3,2492,0.281,1,0.93,6.69,1,24044,78.48,B
541,west,einfamilienhaus,130.5,1989,,1,2,alt,waermepumpe,19.2,3513,0.184,1,2.87,4.62,0,12313,94.36,B
542,nord,mehrfamilienhaus,192.9,2001,2016.0,2,2,zweifach,fernwaerme,21.9,3062,0.173,1,0.78,0.0,0,11758,60.95,B
543,sued,einfamilienhaus,210.0,1972,,2,1,dreifach,fernwaerme,21.2,3507,0.17,1,0.87,0.0,1,20395,97.11,B
544,sued,buero,181.5,1969,2007.0,5,2,zweifach,oel,21.1,3134,0.189,0,0.85,0.0,0,19762,108.86,C
545,ost,einfamilienhaus,87.3,2005,,1,1,dreifach,gas,20.7,2731,0.123,0,0.87,0.0,0,9445,108.19,C
546,west,mehrfamilienhaus,231.5,2004,2008.0,6,3,zweifach,gas,19.7,3833,0.161,1,0.89,0.0,1,26873,116.1,C
547,sued,mehrfamilienhaus,129.9,1962,1970.0,3,1,alt,gas,20.2,3043,0.129,0,0.89,0.0,1,12401,95.47,B
548,nord,einfamilienhaus,246.1,1966,,4,1,alt,waermepumpe,20.4,3408,0.136,0,3.28,5.38,0,31969,129.9,C
549,nord,mehrfamilienhaus,167.2,1993,2025.0,2,2,zweifach,gas,21.5,3327,0.22,0,0.83,0.0,0,11738,70.21,B
550,nord,mehrfamilienhaus,215.9,2012,2025.0,4,2,dreifach,gas,21.0,3513,0.181,0,0.83,0.0,1,13794,63.9,B
551,west,buero,296.9,1965,,5,2,dreifach,pellet,19.4,3284,0.143,0,0.81,0.0,0,23224,78.23,B
552,ost,mehrfamilienhaus,227.5,1966,,3,3,zweifach,oel,21.4,2797,0.172,0,0.77,0.0,1,15957,70.12,B
553,west,einfamilienhaus,218.3,2010,,4,3,zweifach,fernwaerme,18.5,3025,0.168,0,0.86,0.0,1,16223,74.32,B
554,nord,einfamilienhaus,236.3,2002,,4,2,zweifach,oel,20.1,3390,0.183,0,0.92,5.87,1,21025,88.98,B
555,west,mehrfamilienhaus,117.9,2017,2025.0,1,3,zweifach,gas,19.1,3304,0.105,1,0.86,0.0,0,10614,90.05,B
556,west,einfamilienhaus,250.9,2008,2022.0,5,3,dreifach,gas,19.5,3310,0.125,0,0.82,0.0,1,21422,85.37,B
557,nord,einfamilienhaus,151.8,2021,2025.0,2,2,dreifach,waermepumpe,22.8,3408,0.108,1,2.84,0.0,1,9850,64.88,B
558,nord,einfamilienhaus,154.1,1964,1992.0,3,1,zweifach,oel,18.7,3157,0.135,1,0.8,,1,17236,111.85,C
559,west,mehrfamilienhaus,178.9,1970,1972.0,2,1,alt,waermepumpe,19.5,2889,0.144,0,2.87,4.06,0,18699,104.51,C
560,nord,einfamilienhaus,145.5,1967,,1,2,zweifach,pellet,21.1,2933,0.128,0,0.89,9.23,1,12122,83.32,B
561,ost,halle,107.1,1954,1967.0,4,1,alt,gas,,3307,0.218,0,0.8,0.0,0,16746,156.38,C
562,west,einfamilienhaus,172.7,2008,2024.0,5,2,dreifach,waermepumpe,20.7,2884,0.272,0,3.02,,0,7360,42.6,A
563,west,einfamilienhaus,154.4,1999,,4,3,dreifach,gas,22.2,3033,0.221,1,0.93,0.0,0,12402,80.31,B
564,west,einfamilienhaus,151.9,1956,1995.0,2,1,dreifach,oel,21.3,3183,0.152,0,0.83,0.0,0,15173,99.86,B
565,west,einfamilienhaus,164.8,1964,1980.0,2,2,zweifach,waermepumpe,19.9,3101,0.191,1,3.16,0.0,0,14207,86.23,B
566,sued,einfamilienhaus,61.9,1964,1975.0,3,1,alt,gas,20.3,2948,0.177,0,0.88,0.0,1,8194,132.4,C
567,west,mehrfamilienhaus,152.5,1980,2013.0,2,3,dreifach,pellet,21.1,2783,0.15,1,0.87,0.0,0,9484,62.21,B
568,ost,einfamilienhaus,314.3,1984,,4,1,alt,fernwaerme,21.3,3194,0.246,0,0.94,0.0,0,42057,133.83,C
569,west,einfamilienhaus,302.6,1971,1978.0,7,1,zweifach,oel,20.5,2991,,0,0.67,0.0,1,37443,123.75,C
570,sued,einfamilienhaus,175.5,2019,,3,3,dreifach,gas,20.9,2920,0.106,1,0.85,0.0,0,13824,78.77,B
571,sued,einfamilienhaus,172.8,1965,,5,1,zweifach,fernwaerme,20.9,3355,0.252,0,0.93,0.0,1,22240,128.7,C
572,west,schule,55.8,1992,2003.0,1,2,dreifach,fernwaerme,20.8,3277,0.15,0,0.96,0.0,1,5780,103.64,C
573,ost,einfamilienhaus,133.3,1982,,3,2,dreifach,gas,19.8,2900,0.167,1,0.88,7.65,0,8438,63.31,B
574,sued,buero,235.2,1979,1985.0,6,2,zweifach,fernwaerme,21.4,2898,0.194,0,0.98,0.0,0,24086,102.4,C
575,sued,einfamilienhaus,143.9,2011,2025.0,2,2,zweifach,gas,20.9,3510,0.257,1,0.99,0.0,0,11395,79.19,B
576,ost,einfamilienhaus,271.9,2023,2025.0,4,3,zweifach,pellet,18.0,2992,0.194,0,0.97,3.47,1,24510,90.13,B
577,ost,buero,264.3,1950,1974.0,3,1,zweifach,gas,19.5,3114,0.201,0,0.87,4.39,0,26319,99.57,B
578,west,einfamilienhaus,132.1,1984,2014.0,4,3,zweifach,fernwaerme,19.9,3332,0.223,0,0.93,0.0,1,12781,96.75,B
579,ost,buero,181.5,1958,1958.0,2,1,zweifach,waermepumpe,20.3,3175,0.231,0,3.05,0.0,1,19165,105.57,C
580,sued,mehrfamilienhaus,326.0,1982,2016.0,5,1,zweifach,waermepumpe,21.9,2820,0.206,0,3.26,0.0,1,23536,72.2,B
581,sued,einfamilienhaus,86.5,1996,1997.0,1,1,dreifach,waermepumpe,24.3,2690,0.231,0,3.57,10.6,1,4482,51.84,B
582,west,schule,145.3,1980,1984.0,4,2,dreifach,pellet,17.9,3096,0.15,0,0.85,0.0,0,13057,89.83,B
583,west,einfamilienhaus,82.7,1973,,3,1,zweifach,gas,20.9,3330,0.093,0,0.93,0.0,1,9452,114.33,C
584,nord,halle,114.1,1973,,2,1,zweifach,oel,18.6,3812,0.271,1,0.83,0.0,1,19689,172.58,C
585,ost,schule,371.0,1972,,5,2,dreifach,waermepumpe,20.7,2587,0.128,0,2.97,0.0,1,24251,65.37,B
586,sued,einfamilienhaus,145.3,1974,1996.0,4,1,zweifach,gas,21.2,3567,0.153,1,0.93,11.08,1,13457,92.6,B
587,nord,einfamilienhaus,67.8,1978,,1,3,zweifach,waermepumpe,20.7,3249,0.163,1,3.33,5.99,0,5086,75.0,B
588,sued,buero,106.6,2001,2025.0,1,2,zweifach,gas,20.1,3274,0.155,1,0.92,0.0,1,10395,97.51,B
589,ost,einfamilienhaus,78.9,1957,1987.0,1,1,alt,waermepumpe,20.5,2842,0.144,0,2.56,6.87,1,7303,92.52,B
590,nord,mehrfamilienhaus,184.7,1953,1979.0,2,1,zweifach,waermepumpe,21.2,2786,0.203,1,3.35,6.65,1,11216,60.71,B
591,west,einfamilienhaus,208.6,1988,2002.0,2,2,alt,fernwaerme,21.1,2640,0.204,0,1.0,7.88,1,17260,82.74,B
592,west,einfamilienhaus,252.5,2001,2025.0,3,2,zweifach,oel,20.7,2984,0.211,1,0.98,0.0,0,22091,87.49,B
593,sued,mehrfamilienhaus,229.4,1969,1981.0,5,1,zweifach,pellet,19.8,3133,0.208,0,0.89,7.9,1,23152,100.91,C
594,nord,mehrfamilienhaus,88.3,1965,1978.0,1,1,zweifach,waermepumpe,23.9,3361,0.159,1,3.47,0.0,0,5179,58.69,B
595,west,mehrfamilienhaus,203.8,1996,,4,1,dreifach,waermepumpe,20.9,3012,0.159,0,2.65,0.0,0,15154,74.35,B
596,sued,mehrfamilienhaus,161.5,1978,1989.0,2,1,dreifach,waermepumpe,21.4,3341,0.236,1,2.98,0.0,0,11733,72.65,B
597,west,einfamilienhaus,269.4,2005,,5,2,dreifach,gas,,3101,0.154,0,0.9,0.0,0,28615,106.23,C
598,nord,einfamilienhaus,241.4,1960,,6,1,alt,gas,20.7,3448,0.153,0,0.87,0.0,1,38696,160.3,C
599,nord,einfamilienhaus,394.2,1959,,6,1,dreifach,gas,20.7,4200,0.226,1,0.92,5.11,0,45523,115.48,C
600,sued,einfamilienhaus,110.4,1991,2008.0,2,3,zweifach,fernwaerme,18.2,2947,0.179,0,,8.46,1,5593,50.64,B
601,west,einfamilienhaus,103.4,1979,2015.0,1,1,dreifach,fernwaerme,19.6,2856,0.155,0,0.92,7.3,1,5988,57.89,B
602,nord,mehrfamilienhaus,137.0,2004,,4,3,zweifach,gas,19.6,3518,0.155,0,0.79,0.0,1,14382,104.97,C
603,ost,einfamilienhaus,164.5,1987,2005.0,2,2,dreifach,pellet,19.8,3357,0.236,1,0.9,0.0,0,14370,87.38,B
604,sued,einfamilienhaus,125.0,1976,,3,1,alt,gas,19.2,3055,0.209,0,0.89,0.0,1,17979,143.79,C
605,west,mehrfamilienhaus,113.0,1961,,2,2,zweifach,waermepumpe,20.6,3155,0.192,0,2.34,0.0,1,7461,66.0,B
606,west,einfamilienhaus,197.7,1962,,4,1,zweifach,fernwaerme,22.2,3619,0.122,1,0.91,0.0,1,24949,126.21,C
607,west,halle,136.8,2006,,3,2,dreifach,oel,18.7,3575,0.192,0,0.84,6.78,0,12683,92.7,B
608,sued,einfamilienhaus,122.7,1966,2003.0,2,1,zweifach,gas,19.1,2909,0.169,0,0.92,0.0,1,14920,121.64,C
609,west,einfamilienhaus,88.2,1987,,3,2,zweifach,waermepumpe,19.3,2875,0.134,1,2.62,0.0,0,5957,67.56,B
610,sued,buero,57.6,2011,,1,2,dreifach,waermepumpe,20.0,3100,0.15,0,3.19,0.0,0,2395,41.58,A
611,nord,mehrfamilienhaus,307.1,2017,,6,2,zweifach,gas,18.8,3123,0.215,0,0.87,0.0,0,38140,124.19,C
612,sued,buero,302.8,1970,1993.0,5,1,zweifach,fernwaerme,20.9,3260,0.242,0,0.93,0.0,1,33179,109.56,C
613,sued,einfamilienhaus,244.8,1958,1958.0,4,1,dreifach,fernwaerme,22.1,3098,0.127,0,0.89,0.0,0,22803,93.15,B
614,sued,einfamilienhaus,218.7,2008,2025.0,3,2,zweifach,gas,19.8,3885,0.133,1,0.86,0.0,0,19021,86.97,B
615,ost,mehrfamilienhaus,131.1,2001,2025.0,2,2,zweifach,fernwaerme,20.6,3616,0.215,1,0.89,8.52,1,11296,86.14,B
616,west,einfamilienhaus,222.8,1974,1974.0,2,1,alt,oel,20.0,2722,0.16,1,0.73,0.0,0,31890,143.12,C
617,west,mehrfamilienhaus,100.2,1994,,2,3,zweifach,waermepumpe,19.7,2918,0.208,1,2.92,,0,5931,59.2,B
618,ost,einfamilienhaus,179.5,1964,,3,1,zweifach,waermepumpe,20.7,2430,0.159,1,2.34,0.0,1,16112,89.74,B
619,west,einfamilienhaus,118.0,2002,2025.0,1,2,alt,gas,19.7,2352,0.209,0,0.87,1.22,1,11909,100.93,C
620,ost,einfamilienhaus,223.2,2004,,4,2,zweifach,waermepumpe,19.5,3140,0.111,0,3.8,0.0,1,20952,93.85,B
621,nord,buero,336.4,1972,1980.0,6,2,alt,gas,18.6,2933,0.207,1,0.93,0.0,1,30678,91.2,B
622,nord,einfamilienhaus,106.4,1985,2005.0,1,1,dreifach,pellet,20.6,3924,0.075,0,0.94,0.0,0,9344,87.8,B
623,sued,halle,134.1,1975,,2,2,dreifach,fernwaerme,19.8,3355,0.226,1,,0.0,0,15534,115.86,C
624,nord,einfamilienhaus,178.0,1952,1965.0,2,1,zweifach,gas,21.3,3255,0.178,1,0.8,0.0,0,20737,116.49,C
625,sued,einfamilienhaus,71.2,1959,1994.0,4,1,zweifach,waermepumpe,22.3,2835,0.202,0,2.92,0.0,1,6304,88.51,B
626,west,einfamilienhaus,80.6,2021,,3,2,alt,gas,19.7,3620,0.192,0,0.88,0.0,0,10214,126.8,C
627,sued,mehrfamilienhaus,331.7,1984,2003.0,6,3,zweifach,waermepumpe,21.5,3550,0.095,0,3.27,0.0,0,21693,65.39,B
628,west,buero,198.1,1961,1970.0,5,2,dreifach,pellet,19.2,2774,0.248,1,0.91,0.0,1,17901,90.38,B
629,west,mehrfamilienhaus,127.9,1953,,1,1,alt,waermepumpe,21.4,2729,0.197,1,3.64,0.0,1,13197,103.21,C
630,ost,einfamilienhaus,169.4,1976,,1,2,dreifach,fernwaerme,22.5,2995,0.218,0,0.92,0.0,0,14568,85.98,B
631,nord,mehrfamilienhaus,137.3,2023,,2,2,zweifach,fernwaerme,21.1,3501,0.14,0,0.88,4.9,1,12875,93.79,B
632,nord,einfamilienhaus,180.4,1978,,1,2,dreifach,oel,22.5,3170,0.192,0,0.79,0.0,1,17666,97.9,B
633,sued,mehrfamilienhaus,139.6,2024,,2,3,dreifach,gas,19.8,3108,0.115,0,0.85,11.28,1,7631,54.66,B
634,ost,mehrfamilienhaus,163.4,1986,,3,1,zweifach,pellet,20.3,3783,0.187,0,0.9,0.0,0,15811,96.73,B
635,sued,einfamilienhaus,232.4,2007,2025.0,5,3,alt,gas,19.4,2458,0.133,1,0.9,0.0,0,15761,67.83,B
636,sued,mehrfamilienhaus,225.5,2008,2022.0,2,2,zweifach,gas,20.5,2794,0.35,0,0.91,0.0,0,20282,89.94,B
637,sued,mehrfamilienhaus,322.9,1952,1953.0,6,2,alt,gas,20.8,2465,0.21,1,0.93,7.45,0,29534,91.46,B
638,nord,einfamilienhaus,204.5,1950,1987.0,3,1,zweifach,pellet,20.5,3057,0.247,1,0.91,0.0,0,23464,114.73,C
639,ost,einfamilienhaus,174.4,2019,2025.0,3,3,zweifach,pellet,19.9,2997,0.168,1,0.92,5.9,0,13019,74.66,B
640,ost,einfamilienhaus,345.6,2019,2020.0,5,2,dreifach,gas,19.9,2845,0.2,0,0.85,0.0,0,27664,80.05,B
641,west,buero,155.7,1959,1960.0,4,1,zweifach,gas,20.9,3282,0.225,0,0.91,7.56,0,17302,111.09,C
642,sued,mehrfamilienhaus,59.8,1998,2019.0,1,2,zweifach,waermepumpe,20.3,3003,0.126,0,3.23,0.0,0,4278,71.57,B
643,sued,einfamilienhaus,246.2,2019,2025.0,6,2,zweifach,oel,19.1,3055,0.146,0,0.79,0.0,0,23700,96.26,B
644,sued,einfamilienhaus,193.5,2021,2025.0,2,3,alt,pellet,18.2,2843,0.229,0,0.79,0.0,0,19755,102.09,C
645,sued,einfamilienhaus,170.6,1972,1972.0,4,1,zweifach,waermepumpe,19.8,2875,0.169,0,4.03,0.0,0,14110,82.68,B
646,nord,einfamilienhaus,249.2,2011,,4,2,dreifach,waermepumpe,18.8,3227,0.143,1,3.21,0.0,0,19825,79.55,B
647,nord,einfamilienhaus,140.2,1998,,2,2,dreifach,gas,19.5,3263,0.148,0,0.96,0.0,1,10696,76.32,B
648,nord,einfamilienhaus,61.0,2019,2025.0,2,3,dreifach,waermepumpe,20.0,3497,0.119,0,3.24,4.78,0,3107,50.97,B
649,nord,einfamilienhaus,251.5,1961,,4,1,zweifach,pellet,20.3,2677,0.082,0,0.9,4.3,1,23022,91.54,B
650,ost,mehrfamilienhaus,125.8,1995,,1,2,zweifach,gas,19.7,3201,0.095,0,0.88,0.0,0,11408,90.66,B
651,west,mehrfamilienhaus,108.3,1951,,1,1,alt,waermepumpe,23.1,2796,0.182,0,4.13,0.0,0,10125,93.46,B
652,nord,einfamilienhaus,62.3,1976,,3,1,dreifach,oel,19.0,3231,0.214,0,0.82,0.0,0,6965,111.85,C
653,nord,mehrfamilienhaus,241.8,1950,1975.0,6,2,alt,pellet,22.0,2803,0.306,0,0.89,0.0,0,29217,120.84,C
654,nord,einfamilienhaus,51.9,1983,1995.0,3,2,dreifach,fernwaerme,20.3,3224,0.178,0,0.94,4.04,1,4541,87.56,B
655,ost,einfamilienhaus,295.8,2010,,5,2,alt,gas,19.7,3197,0.116,0,0.9,9.98,1,36380,122.99,C
656,nord,halle,146.4,1999,2025.0,1,2,alt,oel,19.2,3510,0.179,0,0.81,0.0,0,20243,138.23,C
657,nord,mehrfamilienhaus,247.1,1973,,4,1,zweifach,gas,20.0,2935,0.215,0,0.9,0.0,0,25580,103.51,C
658,ost,einfamilienhaus,207.4,1982,1989.0,3,2,alt,oel,19.5,3243,0.232,0,0.85,0.0,1,30184,145.56,C
659,west,einfamilienhaus,375.9,1977,1995.0,5,1,zweifach,waermepumpe,22.6,3499,0.227,1,3.38,0.0,1,32908,87.54,B
660,ost,mehrfamilienhaus,204.8,2004,,5,2,zweifach,gas,17.9,2927,0.209,0,0.89,6.59,0,19877,97.07,B
661,nord,einfamilienhaus,290.7,1969,2008.0,8,2,dreifach,pellet,20.2,3350,0.185,0,0.96,7.3,0,21510,74.0,B
662,sued,halle,132.1,1956,,3,1,zweifach,gas,18.7,2226,0.217,0,0.9,0.0,0,14385,108.86,C
663,nord,einfamilienhaus,80.4,1988,2025.0,1,2,zweifach,waermepumpe,22.2,3036,0.121,0,3.04,0.0,0,6753,83.98,B
664,sued,einfamilienhaus,264.9,2012,2025.0,3,2,dreifach,pellet,20.0,3045,0.08,0,0.92,0.0,0,20827,78.64,B
665,ost,mehrfamilienhaus,79.4,1985,2018.0,3,4,dreifach,fernwaerme,23.7,3434,0.285,0,0.88,0.0,0,2778,35.0,A
666,west,mehrfamilienhaus,240.6,1965,,4,1,alt,waermepumpe,21.4,2890,0.178,1,3.69,0.0,1,17172,71.38,B
667,west,einfamilienhaus,102.6,1953,1955.0,1,1,zweifach,pellet,17.7,4034,0.207,1,0.87,0.0,0,14475,141.08,C
668,sued,schule,195.2,2020,2025.0,4,2,zweifach,fernwaerme,19.2,3060,0.05,1,0.87,8.3,0,11455,58.67,B
669,nord,schule,379.3,2007,2025.0,6,3,dreifach,waermepumpe,21.2,2904,0.257,0,3.27,0.0,0,24496,64.58,B
670,sued,einfamilienhaus,231.9,1961,,4,2,dreifach,gas,19.1,3401,0.238,1,0.89,5.14,1,24425,105.31,C
671,ost,einfamilienhaus,156.1,1955,1968.0,1,1,alt,oel,21.2,2661,0.102,1,0.83,12.09,0,20576,131.85,C
672,west,einfamilienhaus,209.6,1959,,5,2,zweifach,gas,20.0,3215,0.164,1,0.87,0.0,0,22328,106.54,C
673,nord,mehrfamilienhaus,134.3,1978,,2,2,zweifach,waermepumpe,19.1,3025,0.193,0,2.83,0.0,0,10520,78.31,B
674,sued,mehrfamilienhaus,449.0,2010,2023.0,8,2,alt,waermepumpe,19.3,2475,0.117,0,3.59,5.75,0,33381,74.34,B
675,ost,einfamilienhaus,121.5,1961,1988.0,2,1,zweifach,fernwaerme,21.5,3437,0.204,0,0.93,0.0,0,11671,96.03,B
676,sued,halle,163.9,2011,,3,3,dreifach,pellet,16.1,2859,0.232,0,0.94,0.0,0,14836,90.5,B
677,ost,einfamilienhaus,222.4,1950,1969.0,2,2,zweifach,gas,21.8,3704,0.196,0,0.9,5.98,0,28153,126.57,C
678,ost,buero,202.6,2005,2016.0,4,3,zweifach,pellet,21.8,2744,0.102,1,0.86,0.0,0,15099,74.51,B
679,sued,buero,213.2,1971,1990.0,3,1,alt,gas,,2404,0.128,0,0.9,9.83,0,20228,94.88,B
680,sued,einfamilienhaus,135.6,2022,2025.0,2,3,zweifach,gas,18.8,2782,0.174,0,0.92,0.0,0,11472,84.58,B
681,nord,einfamilienhaus,153.1,1985,2020.0,3,3,zweifach,fernwaerme,21.2,4200,0.168,0,0.94,,0,16782,109.6,C
682,nord,einfamilienhaus,259.2,1970,1986.0,4,2,dreifach,gas,19.9,3642,0.169,0,0.87,0.0,1,29569,114.08,C
683,west,schule,253.3,1968,,2,2,zweifach,waermepumpe,19.1,3294,0.167,0,3.32,0.0,1,26167,103.32,C
684,sued,einfamilienhaus,204.9,2011,,3,3,zweifach,waermepumpe,22.8,3155,0.09,0,3.58,,1,10879,53.1,B
685,sued,buero,307.6,1980,2016.0,6,2,dreifach,waermepumpe,19.4,2780,0.22,0,3.37,7.7,0,18751,60.96,B
686,sued,einfamilienhaus,264.0,1976,,4,2,zweifach,gas,18.7,3905,0.211,0,0.93,0.0,1,35291,133.69,C
687,sued,einfamilienhaus,249.7,2005,2025.0,4,3,dreifach,gas,20.8,3110,0.206,1,0.84,0.0,1,20476,81.99,B
688,sued,schule,78.7,1990,2016.0,2,2,zweifach,gas,20.8,3078,0.201,0,0.82,3.77,0,7325,93.04,B
689,nord,einfamilienhaus,203.7,1999,,3,2,zweifach,fernwaerme,22.3,3695,0.166,0,0.93,0.0,1,25723,126.26,C
690,sued,mehrfamilienhaus,187.2,1983,,2,1,zweifach,gas,20.0,2504,0.15,0,0.85,2.53,0,11585,61.89,B
691,sued,einfamilienhaus,326.1,1954,1982.0,5,1,alt,gas,20.1,2642,0.129,0,0.83,0.0,1,43104,132.19,C
692,nord,einfamilienhaus,44.1,1950,1974.0,2,1,zweifach,waermepumpe,20.9,3264,0.257,0,3.5,0.0,0,4469,101.25,C
693,sued,einfamilienhaus,159.7,1952,1956.0,1,1,alt,pellet,20.7,3297,0.179,0,0.9,0.0,1,22676,141.98,C
694,nord,einfamilienhaus,180.2,1993,,3,4,zweifach,waermepumpe,20.8,2896,0.097,0,3.5,0.0,1,14250,79.09,B
695,nord,mehrfamilienhaus,102.0,1988,2016.0,1,1,zweifach,gas,20.8,3326,0.179,1,0.91,0.0,0,8271,81.09,B
696,west,einfamilienhaus,111.0,2006,,3,3,dreifach,fernwaerme,20.7,3027,0.076,0,0.85,0.0,1,9902,89.19,B
697,west,einfamilienhaus,326.6,2017,2025.0,5,2,zweifach,gas,20.0,2549,0.192,0,0.89,0.0,0,30516,93.44,B
698,nord,einfamilienhaus,212.8,1963,,3,1,dreifach,gas,21.5,3172,0.187,1,0.88,0.0,1,20309,95.43,B
699,sued,mehrfamilienhaus,379.7,2021,,6,4,alt,oel,20.1,3140,0.153,0,0.93,0.0,0,30864,81.28,B
